,Name,val,label
172,IMG_20180623_124716.jpg,0022,06022
173,IMG_20180623_092329.jpg,022649,0226
174,IMG_20180623_123938.jpg,03598,03598
175,IMG_20180623_135948.jpg,01048,01048
176,IMG_20180623_092922.jpg,06201,06201
177,IMG_20180623_133652.jpg,00226,00226
178,IMG_20180623_140641.jpg,046,03296
179,IMG_20180623_093425.jpg,00752,00755
180,IMG_20180623_091030.jpg,0664,03467
181,IMG_20180623_125344.jpg,00075,00015
182,IMG_20180623_124502.jpg,8,02803
183,IMG_20180623_140907.jpg,05123,05123
184,IMG_20180623_080921.jpg,01109,01109
185,IMG_20180623_161659.jpg,00368,00368
186,IMG_20180623_063933.jpg,02517,02517
187,IMG_20180623_082539.jpg,00034,00034
189,IMG_20180623_124301.jpg,043816,04316
190,IMG_20180623_090707.jpg,089,02305
191,IMG_20180623_125625.jpg,01405,01405
192,IMG_20180623_133907.jpg,03976,03976
193,IMG_20180623_144231.jpg,01075,01075
194,IMG_20180623_100856.jpg,0000258,00023
195,IMG_20180623_080930.jpg,01510,01510
196,IMG_20180623_123043.jpg,06868,06868
197,IMG_20180623_123123.jpg,01118,01118
198,IMG_20180623_132238.jpg,00400,00400
199,IMG_20180623_092703.jpg,10866,10866
200,IMG_20180623_142050.jpg,0935,01935
201,IMG_20180623_164530.jpg,00076,00076
202,IMG_20180623_082842.jpg,02970,02970
203,IMG_20180623_134528.jpg,06571,06571
204,IMG_20180623_091143.jpg,05183,05183
205,IMG_20180623_093152.jpg,06950,06950
206,IMG_20180623_161139.jpg,00684,00684
207,IMG_20180623_064041.jpg,111,18772
208,IMG_20180623_080310.jpg,00006,00006
209,IMG_20180623_143415.jpg,071382,07382
210,IMG_20180623_164914.jpg,009,00115
